18117,L F2 R' B' D F2
18118,R L2 F D2 L F D
18119,R F2 D2 F' L2 D'
18120,R L2 U' F R' D' R'
18121,R L2 F D2 F D F'
18122,L F2 R' B' L' D
18257,R F2 B2 L' D B
18258,R L U' R2 L2 F B
18259,R2 F2 B2 L' D B
18260,L U' L2 F R2 B
18261,L U' D R2 L2 B
18262,F2 L' B2 D F B'
18263,L' F2 B2 D B'
18264,L2 U' R2 F' L B L
18265,F2 B2 L' D B
18266,L U' R2 L2 F B
18267,L U' R2 L2 B
18268,L2 F L F B2 D B'
18269,L' B2 L F2 D B'
18270,L U' R2 L2 F' B
18271,L U R2 L2 D2 B
18272,F2 B' L' B' D B2
18273,R' F2 B2 L' D B
18274,R L U' L2 F R2 B
18282,R2 L' D2 F2 D B L'
18283,R' L' F2 D F' B L'
18284,L2 F2 L D B L'
18285,L' F2 D F' B L'
18286,L' B U' R2 L' F2
18287,F2 L' D F B L'
18288,L' F2 D B L'
18289,L' B L' U' R2 F'
18290,R L' D2 F2 D B L'
18291,R2 L' F2 D F' B L'
18292,L' B L' U' R2
18293,L2 F L F D B L'
18294,F2 D L' B L'
18295,L' F2 D F B L'
18296,L' D F2 D B L'
18297,L' F2 D B L' F'
18298,L' D2 F2 D B L'
18299,R L' F2 D F' B L'
18305,R F2 D' B2 D2 L' B
18306,R F2 B L' D B L'
18309,F2 L U2 D L2 B
18310,R2 L U L2 B' D2 B2
18311,L F2 D' R2 D2 B'
18312,R F2 D F B2 L' B
18313,R2 D L' F2 D B
18314,R B2 L' U' R2 F B
18315,U2 R B2 D' B L2
18316,R2 L U L2 D2 F B
18317,R B2 L' U' R2 B
18318,U' F R' L B2 D R'
18319,R F2 D B2 L' B
18320,R B2 L' U' R2 F' B
18321,R2 L U L2 D2 B
18322,R F2 D B2 L' F' B
18323,L U2 B2 D' L2 B
18324,R F2 D F' B2 L' B
18330,R L' B U' R2 L2 F'
18331,R F2 B L' B2 D B'
18334,R F2 U B' R D F2
18335,L' U' F R2 B L'
18336,L F2 R2 D B' L'
18337,R F2 L' B' D F B2
18338,R L' F2 B' D B2
18339,L' U' R2 B L' F'
18340,R L' D2 F2 B' D B2
18341,L' U' R2 F B L'
18342,L' U' R2 B L'
18343,R D2 F2 B' L' D B
18344,R F2 U B' R D
18345,L' U' R2 F' B L'
18346,L U F' L2 D2 L'
18347,R F2 B' L' D B
18348,L' U' D' R2 B L'
18349,R L' F2 B' D F' B2
18355,F2 L' D B L2 F'
18356,F2 B L' D B L2
18357,R U2 R B2 D' B L2
18358,R' L U L2 D2 F B
18361,L F2 R2 D L B'
18362,L' F2 D B L F'
18363,L' F2 D B L
18364,R2 B2 L' U' R2 F B
18365,F2 B2 L' D B L2
18366,R2 F2 D F' B2 L' B
18367,R2 B2 L' U' R2 B
18368,L2 F L F D B L
18369,F2 D L' B L2
18370,L' F2 D B L F
18371,R' L U L2 D2 B
18372,F2 D L' F' B L2
18373,L' D2 F2 D B L
18374,R' L U L2 B' D2 B2
18380,R2 L' B U' R2 L2 F'
18381,R2 F2 B L' B2 D B'
18382,L' F R2 B' D' B2
18383,R L' U' R2 F B L'
18386,R L F2 R2 D B' L'
18387,R2 F2 L' B' D F B2
18388,R2 L' F2 B' D B2
18389,R L' U' R2 B L' F'
18390,U2 F R B2 D' B
18391,R2 L' F2 B' D F' B2
18392,R L' U' R2 B L'
18393,R2 D2 F2 B' L' D B
18394,R2 F2 U B' R D
18395,R L' U' R2 F' B L'
18396,R L U F' L2 D2 L'
18397,R2 F2 B' L' D B
18398,L' U2 F B2 D' B'
18399,R L' U' F R2 B L'
18405,L U2 F2 U R2 B'
18406,B L U' F2 R2 B'
18407,L U F2 U2 R2 B'
18408,R L U' R2 F U2 B2
18409,L2 F2 L D B L2
18410,L U F U2 R2 B2
18413,L U' F2 R2 B'
18414,L2 U' R2 F' L B L2
18415,U2 R B2 D' B L
18416,L U' R2 F U2 B2
18417,L' B L2 U' R2
18418,L2 F L F D B L2
18419,L2 U' L' F2 R2 B'
18420,L' F2 D F B L2
18421,L U L2 D2 B L2
18422,B' L U' F2 R2 B'
18423,L' U' F2 D' R2 B
18424,R L U F U2 R2 B2
18430,L' B U' R2 L2 F' L
18431,U' F' L D' R2 F'
18432,R2 U' F' L D' R2
18433,R U' F' L D' R2 F
18434,R' U' F' L D' R2
18435,U' F' L D' R2 F2
18438,L2 B L F2 D B
18439,L2 D' B R F2 D F
18440,R U' F' L D' R2
18441,U' F' L D' R2 F
18442,L2 D' F2 B R D
18443,U' F' R' L D' R'
18444,U' D2 F' L D' R2
18445,L' U' R2 F' B L
18446,U' D' F' L D' R2
18447,F2 R2 B' L' D B
18448,U' F' L D' R2
18449,R U' F' L D' R2 F2
18455,L' U2 F2 U R2 B
18456,L2 U' R2 L F' B
18457,R2 D2 F2 D L' B
18458,R L' U' R2 F B
18459,F2 L D L2 B
18460,L' U' F R2 B
18461,L' U' R2 F2 B
18462,F2 D L' F B
18465,R D2 F2 D L' B
18466,L' U' R2 F B
18467,L' U' R2 B
18468,D2 F2 D L' F' B
18469,F2 D L' B
18470,L' U' R2 F' B
18471,L' U' B R2 F
18472,F2 D L' F' B
18473,D2 F2 D L' B
18474,R L' U' F R2 B
18480,L B2 U L2 D2 B L'
18481,F2 B L' D B
18482,R F2 B2 L' B' D B2
18483,R' B L' F2 D F' B
18484,F2 B L D' F' D2
18485,B L' F2 D F' B
18486,B L F2 R2 D B'
18487,F2 L' D F B L
18490,F2 B2 L' B' D B2
18491,R2 B L' F2 D F' B
18492,F2 B L' D F2 B
18493,L2 F2 D2 F R' D' B'
18494,U' F R' B D R'
18495,L' F2 D F B L
18496,L U L2 D2 B L'
18497,F2 B' L' B2 D B'
18498,L2 F' L D' B R
18499,R B L' F2 D F' B
18505,F2 D' B2 D2 L' B
18506,F2 B L' D B L'
18507,R U2 D' R B2 D' B
18508,R L U L2 B' D2 B2
18509,F2 L D' R F' D2
18510,F2 D F' B2 L' B
18511,L F2 D' F R D2
18512,F2 D F B2 L' B
18513,R D L' F2 D B
18514,B2 L' U' R2 F B
18517,B2 L' U' R2 B
18518,L' U2 B2 D' L' F' B'
18519,F2 D B2 L' B
18520,B2 L' U' R2 F' B
18521,R L U L2 D2 B
18522,F2 D B2 L' F' B
18523,L' U2 B2 D' L' B'
18524,R L U L2 D2 F B
18530,L' B U' R2 L2 F'
18531,F2 B L' B2 D B'
18532,F2 U B' R D F2
18533,R' L' U' F R2 B L'
18534,L2 F2 L B' D B2
18535,L' F2 B' D F' B2
18536,L F2 B' R2 D B'
18537,F2 L' B' D F B2
18538,L' F2 B' D B2
18539,R' L' U' R2 B L' F'
18542,L' B U' R2 L2
18543,D2 F2 B' L' D B
18544,F2 U B' R D
18545,L' F2 B' D F B2
18546,L F' D F' B' D
18547,F2 B' L' D B
18548,L' D2 F2 B' D B2
18549,D F2 B' L' D B
18555,L' U2 B2 D' F2 B'
18556,B U2 B2 R D' B'
18557,R U2 R B2 D' B
18558,R L' U' D' R2 F B
18559,R2 U2 R B2 D' B
18560,L' U2 B2 D' F B'
18561,L' U2 R2 B2 D' B'
18562,U2 R B2 D' F' B
18563,U2 B2 R D' B'
18564,L2 D2 R' F2 D F B'
18565,U2 R B2 D' B
18566,L' U' D' R2 F B
18569,U2 L B2 R D' B'
18570,L' U2 B2 D' F' B'
18571,L' D2 F2 D F2 B
18572,U2 B R B D' B2
18573,L' U2 B2 D' B'
18574,U2 R B2 D' F B
18580,L F2 D' F R' B2 D2
18581,L U F' R' L2 D2 F
18582,R2 D2 F2 B' D L' B
18583,R L2 U' R2 F L B
18584,F2 L D' F' D2 L
18585,L2 U' F R2 L B
18586,L F2 D' F R' D2
18587,L2 U' B2 R2 F L B
18588,L' F2 U2 D B L'
18589,F2 D L2 F' L B
18590,R D2 F2 B' D L' B
18591,L2 U' R2 F L B
18594,U' F R' D R' L
18595,F2 L' D F' B L
18596,L U F' R' L2 D2
18597,F2 D L' F' B L
18598,D2 F2 B' D L' B
18599,R L2 U' F R2 L B
18605,U2 R F2 U B' R2
18606,L' U' R2 B L F'
18607,L' U B L F2 R'
18608,R L' U' R2 B L F
18609,L2 F2 L D B L
18610,L' U' B L F R2
18611,L F2 R2 D L' B'
18612,L' B L U' R2 F'
18613,D' L' F2 D B
18614,L2 F2 L D B L F
18615,L' B U' R2 L F'
18616,L' U' R2 B L F
18617,L' U' R2 B L
18618,D' L' F2 D F B
18621,L U L2 D2 B L
18622,F2 B' L' D B L
18623,L' U2 B2 D' L B'
18624,U2 R U F B' R2
18630,L U' B L2 D R2 B
18631,L F2 R2 B L' D B2
18632,R2 L' U2 F' B2 D' B'
18633,R F2 D' B' D2 L' B
18634,F2 L B D' F' D2
18635,R2 F2 D' B' D2 L' B
18636,L F2 R2 B D B2
18637,F2 D L2 F L B
18638,L B L2 F2 D B
18639,L2 U' R2 F' L B
18640,R L' U2 F' B2 D' B'
18641,F2 D' B' D2 L' B
18642,L B' U' R2 L2 B
18643,L' U2 F' R' B2 D' B'
18646,L F' D F' B D
18647,L' F2 R2 B' L' D B2
18648,L' U2 F' B2 D' B'
18649,R' F2 D' B' D2 L' B
18655,L U' L2 D R2 B
18656,F2 B L' B' D B2
18657,R' L2 F2 L D B
18658,R' L' F2 D F' B
18659,L2 F2 L D B
18660,L' F2 D F' B
18661,L F2 R2 D B'
18662,F2 L' D F B
18663,L' F2 D B
18664,L2 F2 L D F B
18665,R2 L2 F2 L D B
18666,R2 L' F2 D F' B
18667,L' F2 D F2 B
18668,L2 F L F D B
18669,U' F R' D R'
18670,L' F2 D F B
18673,R L2 F2 L D B
18674,R L' F2 D F' B
18680,B' L' U' R2 F B
18681,L' U' B R2 F2 L F'
18682,F R2 B' D' L' B
18683,R B' L' U' B R2 F
18684,F2 B' L D L2 B
18685,F2 B' D F' L' B
18686,L' U' B R2 F2 L
18687,F2 B' D L' F B
18688,L U' F2 R2 B' L'
18689,L' U B' L' F' B2 R
18690,U2 R B2 D' B L'
18691,B' L' U' B R2 F
18692,B' L' U' R2 B
18693,U2 R B2 D' B L' F'
18694,F2 B' D L' B
18695,B' L' U' R2 F' B
18698,B' D2 F2 D L' B
18699,R F2 B' D F' L' B
18705,L F' B2 D F' D
18706,B D L' F2 D B
18707,L U L2 D2 F2 B
18708,R' F2 D F' B2 L' B
18709,L F' D F' L D
18710,L U L2 D2 F B
18711,L F' D F' D F
18712,U L2 B D' L' D'
18713,D L' F2 D B
18714,U B L2 D' L D'
18715,U2 D' R B2 D' B
18716,L U L2 B' D2 B2
18717,R' B2 L' U' R2 B
18718,L U F' L2 D' R' D'
18719,R F2 D L' B L2
18720,L U L2 D2 F' B
18721,L U L2 D2 B
18722,D L' F2 D F B
18730,R' L' B U' R2 L2 F'
18731,R' F2 B L' B2 D B'
18732,R U2 F R B2 D' B
18733,R' L' F2 B' D F' B2
18734,F2 L D' F' R' D2
18735,F2 D F' B' L' B
18736,L F2 D' F D2 L
18737,F2 D F B' L' B
18738,R' L' F2 B' D B2
18739,R2 L' U' R2 B L' F'
18740,U2 R F B2 D' B
18741,R2 L' U' F R2 B L'
18742,R2 L' U' R2 B L'
18743,R' D2 F2 B' L' D B
18744,F2 D B' L' B
18745,R2 L' U' R2 F' B L'
18746,D F2 B' D L' B
18747,R' F2 B' L' D B
18832,R2 U' L2 F2 D' R2
18833,R F2 D B2 L2 F'
18834,F2 L D L B2
18835,L2 B2 U' F R2
18836,L D L B2 U' R2
18837,L2 B2 U' R2 F
18838,L' F2 D L' B2
18839,L2 B2 U' R2 F'
18840,R U' L2 F2 D' R2
18841,F2 D B2 L2 F'
18842,L2 B2 U' R2
18843,L U' L2 D' R2 L' F'
18844,F2 D L2 B2
18845,L B2 L U' R2 F
18846,D F2 D L2 B2
18847,L B2 U' R2 L F'
18848,U' L2 F2 D' R2
18849,R L2 B2 U' F R2
18857,R F2 B2 L' B D B'
18858,R B2 U' R2 L2 F' L
18859,L2 F2 L B D B
18860,L' F2 B D F' B
18861,L F2 R2 B' D B'
18862,B2 U' R2 F' L
18863,L' F2 B D B
18864,L2 F2 D F L B2
18865,F2 B2 L' B D B'
18866,B2 U' R2 L2 F' L
18867,L' D' F2 B D B
18868,L U' F' R' L2 D' R'
18869,F2 U R2 B D L'
18870,L' F2 B D F B
18871,L' D F2 B D B
18872,F2 B' L' B D B2
18873,L U' F' L2 D' R2
18874,R L' F2 B D F' B
18928,R L2 F2 D B2 L'
18929,R' F2 D L F' B2
18934,R' D2 F2 D L B2
18935,R2 B' U L2 D2 B'
18936,R L F2 D B2 L'
18937,R F2 D F B2 L'
18938,R L' F2 D B2 L'
18939,R B2 L' U' R2 F
18940,R D2 F2 D B2 L'
18941,R2 D F2 D F' B2
18942,R B2 L' U' R2
18943,R D2 F2 D B2 L' F'
18944,R F2 D B2 L'
18945,R B2 L' U' R2 F'
18946,R2 D F2 D B2
18947,R F2 D B2 L' F'
18948,R F2 L D B2 L'
18949,R F2 D F' B2 L'
18953,R L2 F2 B' D B'
18954,R L F2 B' D F B'
18959,R' U' L2 F D' R2
18960,F2 R B' D F' B'
18961,R L F2 B' D B'
18962,R F2 B' D F B'
18963,R L' F2 B' D B'
18964,B U L2 F' D2 L
18965,R D2 F2 B' D B'
18966,R D F2 B' L' D B'
18967,B U' R2 B L'
18968,R D2 F2 B' L' D B'
18969,R F2 B' D B'
18970,B U' R2 B L' F'
18971,R D F2 B' D B'
18972,R F2 B' L' D B'
18973,R F2 L B' D B'
18974,R F2 B' D F' B'
18978,L2 F2 D L B2
18979,F2 D L F' B2
18982,R2 D2 F2 D B2 L'
18983,R' D F2 D F' B2
18986,L F2 D L B2
18987,F2 D L F B2
18988,L' F2 D L B2
18989,R2 B2 L' U' R2 F
18990,R2 F2 L D B2 L'
18991,R2 F2 D F' B2 L'
18992,R2 B2 L' U' R2
18993,F L F D L B2
18994,F2 D L B2
18995,R2 B2 L' U' R2 F'
18996,R' D F2 D B2
18997,R2 F2 D B2 L' F'
18998,D2 F2 D L B2
18999,R' B' U L2 D2 B'
19003,F2 L2 B D B
19004,U' L2 F R' D' R'
19007,F R2 B' D' B'
19008,R2 D F2 B' L' D B'
19011,R2 L F2 B' D B'
19012,R2 F2 B' D F B'
19013,R2 L' F2 B' D B'
19014,U' L2 F D' R2 F2
19015,R2 F2 L B' D B'
19016,R2 F2 B' D F' B'
19017,R B U' R2 B L'
19018,F D2 L F D B2
19019,R2 F2 B' D B'
19020,R B U' R2 B L' F'
19021,R2 D F2 B' D B'
19022,R2 F2 B' L' D B'
19023,U' L2 F D' R2
19024,R F2 R B' D F' B'
19028,L2 F2 D L' B2
19029,L B2 U' R2 F'
19032,B2 U L F2 R'
19033,R' L B2 U' F R2
19034,R B2 U L F2 R'
19035,L B2 U' F R2
19038,L B2 U' R2 F2
19039,B2 L U' R2 F
19040,B2 L U' R2 F2
19041,R2 L B2 U' F R2
19042,L B2 U' R2
19043,U' L2 D' R2 L' F'
19044,D L B2 U' R2
19045,L B2 U' R2 F
19046,D2 L B2 U' R2
19047,B2 U' R2 L F'
19048,U' L2 D' R2 L'
19049,R L B2 U' F R2
19053,L2 F2 B D B
19054,L F2 D F L B2
19057,R2 U' F' L2 D' R2
19058,R U' R2 F U L2 B2
19059,R' U' F' L2 D' R2
19060,L2 F2 B D F' B
19063,F2 R2 L' B' D B'
19064,L2 F2 B D F B
19065,R U' F' L2 D' R2
19066,U' R2 F U L2 B2
19067,L2 D' F2 B D B
19068,U' F' R' L2 D' R'
19069,F2 R2 B' D B'
19070,L' B2 U' R2 F' L
19071,L2 D F2 B D B
19072,F2 R2 B' L' D B'
19073,U' F' L2 D' R2
19074,R L2 F2 B D F' B
19078,F2 L2 D L B2
19079,L' B2 U' R2 F
19082,R2 U' L2 D' R2 L
19083,R' L' B2 U' F R2
19084,F2 L D L2 B2
19085,L' B2 U' F R2
19086,L F2 D L2 B2
19087,F2 D L' F B2
19090,R U' L2 D' R2 L
19091,R2 L' B2 U' F R2
19092,L' B2 U' R2
19093,D2 F2 D L' F' B2
19094,F2 D L' B2
19095,L' B2 U' R2 F'
19096,D F2 D L' B2
19097,F2 D L' F' B2
19098,U' L2 D' R2 L
19099,R L' B2 U' F R2
19103,L2 F2 R2 B' D B'
19104,L B2 U' R2 F' L
19107,R2 U' L2 F' D' R2
19108,R' F2 B D F' B
19109,R' U' L2 F' D' R2
19110,F2 B D F' B
19111,F2 B D2 R' D' B
19112,F2 B D F B
19115,R U' L2 F' D' R2
19116,R2 F2 B D F' B
19117,D' F2 B D B
19118,U' L2 F' R' D' R'
19119,F2 B D B
19120,L' F2 D F L B2
19121,D F2 B D B
19122,F2 B D2 R D' B
19123,U' L2 F' D' R2
19124,R F2 B D F' B
19128,L2 F2 D B2 L'
19129,R2 F2 D L F' B2
