338226,L F' D' F' B'
353851,L' B D R F2 B2
369476,L' F2 B' U' L2
385101,L F' D' F' B' R'
88851,L D' F' B2 D' F'
104476,B L' D B D F2
120101,L D' F' D' R2 F'
135726,R L D' F' B' D' F'
151351,L' D B D R' F2
166976,L2 D F D L F
182601,L D' F' D' F'
198226,D F' U' D F' L
213851,L' D B D F2
229476,L2 D F' D F2 L F
245101,L D' F' D' R F'
260726,L D' F' B' D' F'
307601,D L' B D F2
323226,L D' F' B D' F'
338851,L U' F' R2 D' B'
354476,L D' F' D' F' R'
370101,L F U L2 F B
385726,L D' F' D' R' F'
89476,F L F' B2 D' F2
105101,L' F2 B' U' R L2 B'
120726,R2 F2 U L' B L'
136351,R F L F' B' D' F2
151976,R' F2 U L' B L'
167601,F D2 L F' D' F2
183226,F L F' D' F2 R'
198851,F' R' U' D F' L
214476,F2 U B L' B R
230101,F B L F' D' F2
245726,R F2 U L' B L'
261351,F L F' B' D' F2
308226,L' B D F2 R' B'
323851,L' F' R' B D F'
339476,F L F' D' F2
355101,F2 U L' B R L'
370726,F2 U L' B L'
386351,R F D2 L F' D' F2
90101,F' B2 U' D' F' L
105726,L U' R2 F' L' B D'
121351,U' R2 F' B2 D' L
136976,R U2 B' R2 D' F L
152601,U' R2 F' D' R L
168226,U' R2 F' B' D' L
183851,D L D' F' D' F'
199476,U' R2 D2 F' D L
215101,D L' D B D F2
230726,U B U2 R2 D' L'
246351,U' F' R2 D' R' L
261976,U2 B' R2 D' F L
277601,L' B D2 L D' F2
293226,U' R2 F' D' R' L
340101,U' R2 F' D' L
355726,L' B L D' R F2 L
371351,L F2 D L' F D'
386976,D2 L' F' B D F'
90726,L F' B2 D' F' B'
106351,L F' D' F' B' R B2
121976,R2 F2 U L B L'
137601,R L F' B' D' F' B2
153226,R' F2 U L B L'
168851,F' U' R2 F' L B
184476,L D' F' D' F' B
200101,L F' D' F' B R
215726,L' F' D B D F'
231351,B L F' D' F' B
246976,R F2 U L B L'
262601,L F' B' D' F' B2
278226,L D2 F' D' F' B
293851,L F' D' R' F' B
340726,L F' D' F' B
356351,F2 U L B R L'
371976,F2 U L B L'
387601,L F' D' F' R' B
91351,L D F' B2 D' F'
106976,F2 B' R U B L'
122601,R2 F' U' F' L
138226,R' F' U' R2 F' L
153851,R' F' U' F' L
169476,F' U' R2 F' L
185101,F' U' F' R' L
200726,L D F' D' R' F'
216351,D2 L' D B D F2
231976,L' D' B D R F2
247601,R F' U' F' L
263226,R2 F' U' R2 F' L
278851,L' B D F2 B'
294476,F' R' U' F' L
310101,L' D' B D F2 R'
325726,L D F' B D' F'
372601,F' U' F' L
388226,R F' U' R2 F' L
91976,L U L2 B R D R
107601,L F' D' R' F' B' R
123226,L' B R D R F2
138851,R L2 B' L' F' D' F'
154476,L2 D' R' F2 B' L'
170101,L2 F D F L B
185726,L D' R' F' D' F' B'
201351,F' U' D F' L B
216976,L2 D' F2 R' B' L'
232601,L2 D2 F' R' B' D F'
248226,R L' B R D R' F2
263851,L2 B' L' F' D' F'
279476,L' B R D F2
295101,L F' D' R' F' B'
310726,L' B R D F2 R'
326351,L' F' B R D F'
373226,L' B R D R' F2
388851,L F' D' F' R' B'
92601,L U L2 B D R2
108226,L' B L2 D F2 R'
123851,L' B D R2 F2
139476,R F2 L F' B' D' F
155101,L' B D R' F2
170726,L2 F D F L
186351,L' U B L2 F' D
201976,F' U' D F' L
217601,L2 D F L F R'
233226,L2 F' D F L F2
248851,R F2 D L F' D'
264476,L D2 F' B' D' F'
280101,L' B D F2
295726,L' F' B D R' F'
311351,L' B D F2 R'
326976,L' F' B D F'
342601,R F2 L F' D' F
358226,L' B D R F2
93226,R F2 U R2 L2 B L'
108851,R' L F' D' F' B' R
124476,R F2 R U L2 B L'
140101,R' L2 F D F L B'
155726,R' L' F2 B' U' L2
171351,R' L F' D' F' B' R'
186976,F2 R' L' B' U' L2
202601,R F' U' R2 D F' L
218226,L' D B R D F2
233851,R' B L F' D' F' B2
249476,R F2 U L2 B L'
265101,R' F' U' F' L B' R
280726,R' L' B D F2 B2
296351,F' R' U' F' L B'
311976,L' F2 R' B' U' L2
327601,R' L F' B D' F' B2
343226,R' L F' D' F' B'
358851,R F2 U L2 B R L'
111376,R F2 U R B2 L'
127001,R L2 U' B' R2 D' L2
142626,R2 F2 U R B2 L'
158251,L2 U' R2 B' D' L2
173876,L2 D2 B2 D R F2
189501,L2 U' R2 B D' L2
205126,L2 D2 B2 D F2 R'
220751,B L2 F' D' F'
236376,F2 U R B2 L'
252001,L2 U' B' R2 D' L2
267626,L' B2 R D F2
283251,F' R' U' F' L2 B
298876,L' B2 R D F2 R'
314501,L' F' B2 R D F'
330126,L2 U' R2 D' L2
345751,F' U' F' L2 B R
361376,F2 U B2 U2 L2
377001,L' B2 R F D F
112001,R2 L' F2 U' B L2
127626,R2 B2 L' D F2 B R
143251,R' L' F2 U' B L2
158876,L' F B2 D F B'
174501,L F' U R2 D2 F'
190126,L U' R2 D' L2 B R
205751,L' D B2 D F2 B'
221376,L2 D F' R' B2 D F'
237001,R L' F2 U' B L2
252626,R B2 L' D F2 B R
268251,L' B2 D F2 B'
283876,L F' U R2 D2 R F'
299501,L' F2 R' U' B L2
315126,L' F' B2 D F' B'
330751,L U' R2 D' L2 B
346376,L' F2 U' B R L2
362001,L' F2 U' B L2
377626,B2 L' D F2 B R
51376,R2 L B2 D F2 R'
67001,R2 L F' B2 D F'
145126,F2 U' L2 B2 R
160751,R2 B2 L2 F' D F'
176376,R2 B2 D F2 R'
192001,R2 F' B2 D F'
207626,R2 B2 D R F2
223251,B2 R2 F D F
238876,R2 B2 D R' F2
254501,R2 F B2 D F
270126,R2 B2 D F2
285751,R2 F' B2 D R' F'
301376,D R2 B2 D F2
317001,R2 L' F' B2 D F'
332626,U' R2 D' L2 B2
348251,F2 U' L2 B R B
363876,F2 U' L2 B2
379501,R F B2 D2 L' D' F
52001,L' B2 D R F2 B'
67626,R L F' B2 D F' B
145751,R' F2 U' L2 B
161376,R F2 U' L2 B' R
177001,R F2 U' L2 B' R'
192626,R F' B2 D F' B
208251,B2 D R F2 B'
223876,U' R2 B L' D' L'
239501,R F2 U' L2 B'
255126,R B2 D F2 B R
270751,R B2 D F2 B
286376,R D B2 D F2 B R
302001,R D B2 D F2 B
317626,R L' F' B2 D F' B
333251,R D2 B2 D F2 B
348876,R' F2 U' L2 B R
364501,R B2 D R' F2 B
380126,R F B2 D F B
52626,R' L B2 D F2 R'
68251,R' L F' B2 D F'
115126,R' B2 D R' F2
130751,R' F B2 D F
177626,R' B2 D F2 R'
193251,R' F' B2 D F'
208876,R' B2 D R F2
224501,R B2 R2 F D F
240126,R F2 U' L2 B2
255751,B2 R' L2 F' D F'
271376,R' B2 D F2
287001,R' F' B2 D R' F'
302626,D R' B2 D F2
318251,R' L' F' B2 D F'
333876,D2 R' B2 D F2
349501,B R' B D R2 F2
365126,D' R' B2 D F2
380751,R' B2 L2 F' D F'
53251,L F2 R' U' L2 B
68876,F U R2 B' D2 R
115751,R2 F2 U' L2 B'
131376,R2 B2 D F2 B R
178251,F2 R' U' L2 B
193876,R2 F' B2 D F' B
209501,R B2 D R F2 B'
225126,U' R2 B D' L2 B2
240751,F2 R U' L2 B
256376,R2 F B2 D F B
272001,R2 B2 D F2 B
287626,D2 F2 U' L2 B R
303251,D2 F2 U' L2 B
318876,D' F2 U' L2 B R
334501,U' R2 D' L2 B'
350126,F2 U' L2 B R
365751,F2 U' L2 B
381376,R2 F2 U' L2 B' R
53876,L D2 B2 D F2 R'
69501,L D2 F' B2 D F'
116376,R F2 R U' L2 B2
132001,F2 R' F B2 D F'
147626,R2 F2 R U' L2 B2
163251,L U' R2 B' D' L2
210126,L2 B2 R D F2 R'
225751,L2 F' B2 R D F'
241376,F2 R U' L2 B2
257001,L U' B' R2 D' L2
272626,L2 B2 R D F2
288251,F' B2 D R' F' B'
303876,L D2 B2 D R F2
319501,L U' R2 B D' L2
335126,L U' R2 D' L2
350751,L U' R2 B D' R L2
366376,F2 D' R' B2 D
382001,L2 B2 R F D F
54501,L2 D B2 D F2 B'
70126,L D F' R' B2 D F'
117001,F2 R2 U' L2 B'
132626,F2 U' R2 L2 B' R
148251,R F2 R2 U' L2 B'
163876,L2 F B2 D F B'
210751,L2 F2 R' U' B L2
226376,L2 F' B2 D F' B'
242001,R L2 F2 U' B L2
257626,U' L2 B U R2 F2
273251,L2 B2 D F2 B'
288876,F' U R2 D2 R F'
304501,F' U R2 D2 F'
320126,U' R2 D' L2 B R
335751,U' R2 D' L2 B
351376,L2 F2 U' B R L2
367001,L2 F2 U' B L2
382626,F2 R2 U' L2 B' R
55126,L' D2 B2 D R F2
70751,L' U' R2 B D' L2
117626,B2 R D R F2
133251,R2 B2 R F D F
148876,B2 R D R2 F2
164501,R' B2 R F D F
180126,B2 R D F2 R'
195751,F' B2 R D F'
242626,R D' B2 R D F2
258251,R B2 R F D F
273876,B2 R D F2
289501,D B2 R F D F
305126,D B2 R D F2
320751,L B L2 F' D' F'
336376,L' U' R2 D' L2
352001,D' B2 R F D F
367626,D' B2 R D F2
383251,B2 R F D F
55751,L2 F' U R2 D2 F'
71376,F U' F R' B L2
118251,R2 F2 U' B L2
133876,R' F B2 D F B'
149501,R' F2 U' B L2
165126,F B2 D F B'
180751,F2 R' U' B L2
196376,F' B2 D F' B'
243251,R F2 U' B L2
258876,R2 F B2 D F B'
274501,B2 D F2 B'
290126,U2 B U L2 F' R'
305751,D B2 D F2 B'
321376,U' R2 D' B R L2
337001,U' R2 D' B L2
352626,F2 U' B R L2
368251,F2 U' B L2
383876,R F B2 D F B'
56376,R L B2 D F2 R'
72001,R L F' B2 D F'
118876,R D R F2 U' L2
134501,R B2 L2 F' D F'
150126,R B2 D R2 F2
165751,F B2 D2 L' D' F
181376,R B2 D F2 R'
197001,R F' B2 D F'
212626,R B2 D R F2
228251,R L2 F' B2 D F'
275126,R B2 D F2
290751,R F' B2 D R' F'
306376,D R B2 D F2
322001,R L' F' B2 D F'
337626,D2 R B2 D F2
353251,D' R F B2 D F
368876,R B2 D R' F2
384501,R F B2 D F
57001,L F2 U' L2 B' R'
72626,L F' B2 D F' B
119501,R2 F2 U' L2 B
135126,F2 U' L2 B' R
150751,B2 D R' F2 B
166376,F B2 D F B
182001,F2 U' L2 B' R'
197626,F' B2 D F' B
213251,B2 D R F2 B
228876,L2 F' B2 D F' B
275751,B2 D F2 B
291376,D B2 D F2 B R
307001,D B2 D F2 B
322626,L' F' B2 D F' B
338251,D2 B2 D F2 B
353876,R2 F2 U' L2 B R
369501,F2 U' L2 B'
385126,B2 D F2 B R
57626,L2 D B2 D F2
73251,L D F' B2 D F'
120126,D B2 D R2 F2
135751,R' D F B2 D F
151376,D B2 D R' F2
167001,D F B2 D F
182626,L D B2 D F2
198251,D F' B2 D F'
213876,L' D B2 D F2
229501,L2 D F' B2 D F'
245126,D2 R F2 U' L2
260751,R2 D F B2 D F
307626,D B2 D F2
323251,L' D F' B2 D F'
338876,D2 F2 U' R2 L2
354501,D L' F' B2 D F'
370126,F U' L2 F B
385751,R D F B2 D F
58251,L B2 D F2 R' B'
73876,L F' R' B2 D F'
120751,R F2 U' R L2 B'
136376,F2 U' R L2 B' R
152001,B2 D R' F2 B'
167626,F B2 D2 L D' F
183251,B2 D F2 R' B'
198876,F' R' B2 D F'
214501,L2 B2 D F2 R' B'
230126,L2 F' R' B2 D F'
245751,F2 U' R L2 B'
261376,B2 L2 F' R' D F'
308251,L' B2 D F2 R' B'
323876,L' F' R' B2 D F'
339501,U' R2 L D' L B
